Mese,Giorno,Data_n,Data,Ora,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding,fid,UPL,UPL_nome,Quartiere,circoscrizione,Id_Quartiere
Febbraio,Sabato,"19",19/02/2022,19:45:00,VIA ROMA altezza del civico 345,"1",F,38.120469,13.361736,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Domenica,"20",20/02/2022,23:00:00,VIA ROMA intersezione con VIA LOMBARDI ELIODORO,"1",F,38.121627,13.361184,si,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Lunedi,"21",21/02/2022,11:20:00,VIA CALA altezza del civico 64,"0",C,38.118702,13.368058,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Marzo,Mercoledì,"2",02/03/2022,19:00:00,VIA SPINUZZA SALVATORE altezza del civico 21,"0",C,38.121418,13.360427,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Marzo,Giovedì,"3",03/03/2022,05:20:00,VIA NAPOLI altezza del civico 26,"0",C,38.117544,13.36196,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Marzo,Domenica,"6",06/03/2022,23:55:00,VIA ROMA altezza del civico 300,"2",F,38.11872,13.362545,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Marzo,Mercoledì,"9",09/03/2022,22:10:00,VIA CALA intersezione VIA CASSARI,"1",F,38.118891,13.367101,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Marzo,Giovedì,"10",10/03/2022,18:00:00,VIA ROMA altezza del civico 307,"1",F,38.119694,13.362095,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Marzo,Giovedì,"17",17/03/2022,11:40:00,VIA VITTORIO EMANUELE altezza del civico 160,"0",C,38.11735,13.365516,si,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Aprile,Giovedì,"7",07/04/2022,04:40:00,VIA CALA di fronte al civico 36,"2",F,38.119472,13.369431,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Aprile,Domenica,"17",17/04/2022,20:00:00,VIA SPINUZZA SALVATORE altezza del civico 21,"0",C,38.12142,13.360423,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Maggio,Venerdì,"6",06/05/2022,09:00:00,VIA SPINUZZA SALVATORE altezza del civico 2,"0",C,38.1215,13.360752,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Maggio,Domenica,"8",08/05/2022,20:20:00,VIA ROMA altezza del civico 248,"0",C,38.117319,13.363266,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Maggio,Domenica,"9",09/05/2022,04:10:00,VIA PORTO SALVO intersezione VIA VITTORIO EMANUELE,"1",F,38.118243,13.367698,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Maggio,Giovedì,"12",12/05/2022,18:10:00,VIA CRISPI FRANCESCO altezza del civico 23,"1",F,38.121609,13.365814,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Maggio,Domenica,"29",29/05/2022,03:15:00,VIA CALA nr. 34,"5",F,38.119884,13.37011,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Maggio,Domenica,"29",29/05/2022,05:15:00,VICOLO DELLA GUARDIOLA intersezione con VICOLO S.ELIGIO,"1",F,38.118891,13.363878,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Giugno,Venerdì,"3",03/06/2022,17:45:00,VIA CRISPI FRANCESCO altezza del civico 27,"0",C,38.121729,13.365728,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Giugno,Mercoledì,"8",08/06/2022,16:30:00,PIAZZA TREDICI VITTIME intersezione VIA CAVOUR CAMILLO,"0",C,38.122665,13.364289,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Giugno,Mercoledì,"9",09/06/2022,10:05:00,PIAZZA VILLENA intersezione VIA MAQUEDA,"1",F,38.115693,13.361436,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Giugno,Venerdì,"10",10/06/2022,20:35:00,VIA ROMA intersezione con VIA SPINUZZA SALVATORE,"1",F,38.121626,13.361041,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Giugno,Giovedì,"30",30/06/2022,09:30:00,VIA CALA di fronte al civico 118,"1",F,38.119893,13.366537,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Luglio,Venerdì,"1",01/07/2022,21:00:00,VIA VITTORIO EMANUELE pressi 204,"1",F,38.11688,13.364343,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Luglio,Martedì,"5",05/07/2022,04:00:00,VIA CASSARI altezza del civico 15,"0",C,38.118608,13.366535,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Luglio,Martedì,"19",19/07/2022,19:00:00,VIA CALA di fronte -,"0",C,38.118704,13.366182,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Luglio,Venerdì,"22",22/07/2022,19:18:00,VIA CALA di fronte al civico 5,"0",C,38.119811,13.369966,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Luglio,Giovedì,"29",29/07/2022,03:00:00,VIA CALA altezza VIC. D. LUPA,"0",C,38.119806,13.369917,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Luglio,Venerdì,"29",29/07/2022,20:45:00,VIA ROMA intersezione con PIAZZA S.DOMENICO,"1",F,38.118694,13.362646,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Mercoledì,"3",03/08/2022,15:22:00,VIA CALA di fronte S.M.D. CATENA,"0",C,38.119682,13.369735,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Giovedì,"5",05/08/2022,00:55:00,VIA CALA altezza -,"1",F,38.119373,13.36925,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Venerdì,"5",05/08/2022,07:50:00,VIA ROMA altezza del civico 7,"0",C,38.120464,13.361718,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Lunedi,"8",08/08/2022,15:13:00,VIA ROMA altezza P. San Domenico,"1",F,38.118825,13.362515,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Martedì,"9",09/08/2022,11:20:00,VIA ROMA intersezione VIA NAPOLI,"1",F,38.118074,13.362956,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Venerdì,"12",12/08/2022,01:45:00,VIA BARI altezza del civico 8,"0",C,38.118163,13.361849,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Lunedi,"16",16/08/2022,01:30:00,VIA CALA di fronte 128,"0",C,38.120091,13.366473,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Agosto,Mercoledì,"17",17/08/2022,22:45:00,VIA CRISPI FRANCESCO di fronte al civico 31,"1",F,38.121798,13.365667,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Sabato,"3",03/09/2022,03:00:00,VIA CALA di fronte al civico 120,"0",C,38.119927,13.36653,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Mercoledì,"8",08/09/2022,01:00:00,PIAZZETTA LANZA ANGELINA altezza del civico 14,"0",C,38.119717,13.360584,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Giovedì,"8",08/09/2022,04:30:00,VIA ROMA intersezione VIA NAPOLI,"1",F,38.118009,13.362866,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Sabato,"10",10/09/2022,19:40:00,VIA ROMA intersezione con VIA VENEZIA,"1",F,38.117238,13.363235,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Venerdì,"16",16/09/2022,16:30:00,VIA CALA altezza (inters.) PIAZZA FONDERIA,"0",C,38.118709,13.366187,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Sabato,"17",17/09/2022,05:15:00,VIA CALA di fronte PORTO SALVO,"0",C,38.118865,13.367098,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Settembre,Lunedi,"19",19/09/2022,02:30:00,VIA CRISPI FRANCESCO altezza MERCATO ITTICO,"0",C,38.120429,13.366386,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Ottobre,Sabato,"2",02/10/2022,00:05:00,VIA ROMA altezza san domenico,"3",F,38.118672,13.362589,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Ottobre,Mercoledì,"5",05/10/2022,14:45:00,VIA ROMA altezza del civico 320a,"1",F,38.120536,13.361697,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Ottobre,Domenica,"9",09/10/2022,22:30:00,VIA ROMA altezza del civico 201,"0",C,38.116698,13.363607,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Ottobre,Martedì,"25",25/10/2022,03:40:00,VIA CRISPI FRANCESCO nr. 3,"0",C,38.120688,13.366401,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Ottobre,Giovedì,"27",27/10/2022,07:45:00,VIA ROMA altezza (inters.) PIAZZA DUE PALME,"1",F,38.119129,13.362353,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Novembre,Martedì,"1",01/11/2022,04:30:00,VIA CALA altezza VIA PORTO SALVO,"1",F,38.11882,13.367162,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Novembre,Martedì,"9",09/11/2022,10:10:00,VIA CRISPI FRANCESCO altezza del civico 1,"0",C,38.120846,13.366313,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Novembre,Mercoledì,"16",16/11/2022,09:00:00,VIA MAQUEDA altezza del civico 190,"1",F,38.116172,13.361156,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Novembre,Mercoledì,"30",30/11/2022,11:45:00,VIA ROMA altezza del civico 326,"1",F,38.12117,13.361311,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Dicembre,Sabato,"11",11/12/2022,00:10:00,VIA ROMA intersezione VIA SPINUZZA SALVATORE,"1",F,38.121658,13.361004,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Dicembre,Mercoledì,"14",14/12/2022,11:00:00,VIA VITTORIO EMANUELE altezza del civico 31,"0",C,38.119141,13.369892,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Dicembre,Martedì,"20",20/12/2022,09:45:00,VIA MAQUEDA altezza (spec.) scarlatti,"1",F,38.11971,13.358877,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Dicembre,Mercoledì,"28",28/12/2022,12:51:00,VIA CALA di fronte al civico 120,"0",C,38.119956,13.366529,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Dicembre,Mercoledì,"28",28/12/2022,21:15:00,VIA ROMA intersezione VIA GENOVA,"0",C,38.118207,13.362844,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Gennaio,Giovedì,"13",13/01/2022,18:10:00,VIA CRISPI FRANCESCO pressi sottovia,"0",C,38.123314,13.364689,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Giovedì,"13",13/01/2022,18:15:00,VIA CRISPI FRANCESCO altezza SOTTOPONTE,"0",C,38.123314,13.364689,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Giovedì,"13",13/01/2022,23:30:00,VIA CRISPI FRANCESCO altezza Distrib. ESSO,"0",C,38.130251,13.36065,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Venerdì,"14",14/01/2022,19:50:00,VIA ROMA di fronte al civico 531,"1",F,38.125804,13.358178,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Sabato,"15",15/01/2022,00:45:00,VIA CRISPI FRANCESCO altezza del civico 248,"2",F,38.129297,13.360997,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Lunedi,"17",17/01/2022,10:00:00,VIA CALVI PASQUALE altezza (inters.) VIA BORRELLI ALFONSO,"2",F,38.130941,13.354567,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Mercoledì,"19",19/01/2022,14:20:00,VIA CRISPI FRANCESCO in prossimità di intersezione,"0",C,38.125252,13.363661,si...?,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Venerdì,"21",21/01/2022,13:00:00,VIA SCINA' DOMENICO altezza del civico 163,"0",C,38.126934,13.357959,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Sabato,"22",22/01/2022,03:20:00,VIA LA LUMIA ISIDORO intersezione VIA ARCHIMEDE,"0",C,38.128821,13.354963,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Domenica,"23",23/01/2022,01:05:00,VIA OMODEI FRANCESCO intersezione VIA CALVI PASQUALE,"2",F,38.12963,13.355354,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Gennaio,Sabato,"29",29/01/2022,13:00:00,VIA CRISPI FRANCESCO in prossimità di via sammuzzo,"0",C,38.124994,13.363815,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Febbraio,Sabato,"5",05/02/2022,09:15:00,VIA CAVOUR CAMILLO intersezione VIA ROMA,"1",F,38.122009,13.360816,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Febbraio,Lunedi,"7",07/02/2022,08:45:00,VIA BORRELLI ALFONSO nr. 9,"1",F,38.13074,13.354017,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Febbraio,Mercoledì,"9",09/02/2022,15:00:00,VIA CRISPI FRANCESCO intersezione VIA AMARI EMERICO,"1",F,38.126895,13.362417,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Febbraio,Mercoledì,"16",16/02/2022,09:15:00,VIA ROMA intersezione con VIA STABILE MARIANO,"2",F,38.123717,13.359633,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Febbraio,Venerdì,"18",18/02/2022,09:45:00,VIA BASSI UGO intersezione con VIA OMODEI FRANCESCO,"1",F,38.129839,13.355868,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Febbraio,Venerdì,"25",25/02/2022,09:00:00,VIA CRISPI FRANCESCO altezza del civico 250,"2",F,38.129342,13.361038,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Venerdì,"4",04/03/2022,17:20:00,VIA PIANO DELL'UCCIARDONE altezza (spec.) carcere,"0",C,38.133339,13.359245,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Domenica,"6",06/03/2022,19:40:00,VIA CRISPI FRANCESCO altezza (spec.) via Sammuzzo,"0",C,38.125026,13.363769,si,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Giovedì,"10",10/03/2022,04:10:00,VIA CRISPI FRANCESCO intersezione PIAZZA DELLA PACE,"0",C,38.132021,13.359657,si,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Giovedì,"17",17/03/2022,16:50:00,VIA PIANO DELL'UCCIARDONE altezza E ALBANESE,"0",C,38.132332,13.359635,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Lunedi,"21",21/03/2022,17:30:00,VIA ROMA intersezione VIA STABILE MARIANO,"1",F,38.123745,13.359608,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Mercoledì,"23",23/03/2022,11:45:00,VIA CRISPI FRANCESCO altezza (spec.) sammuzzo,"1",F,38.125035,13.36379,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Marzo,Domenica,"27",27/03/2022,03:00:00,VIA ARCHIMEDE altezza (inters.) VIA PIANO DELL'UCCIARDONE,"0",C,38.130919,13.360244,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Lunedi,"4",04/04/2022,11:30:00,VIA CRISPI FRANCESCO intersezione con PIAZZA DELLA PACE,"1",F,38.131605,13.359895,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Martedì,"12",12/04/2022,23:40:00,PIAZZA TREDICI VITTIME altezza DISTRIBUTORE,"1",F,38.122863,13.365271,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Martedì,"12",12/04/2022,23:40:00,PIAZZA TREDICI VITTIME altezza DISTRIBUTORE,"0",C,38.12297,13.365062,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Martedì,"13",13/04/2022,00:30:00,VIA CRISPI FRANCESCO altezza sottopasso,"0",C,38.127761,13.36192,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Mercoledì,"13",13/04/2022,11:10:00,VIA SCINA' DOMENICO altezza del civico 151,"0",C,38.127317,13.358219,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Giovedì,"14",14/04/2022,15:45:00,VIA PIANO DELL'UCCIARDONE di fronte via Archimede,"1",F,38.130911,13.360272,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Mercoledì,"20",20/04/2022,13:35:00,VIA PRINCIPE DI SCORDIA intersezione VIA PRINCIPE DI GRANATELLI,"0",C,38.124835,13.360771,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Giovedì,"22",22/04/2022,02:00:00,VIA ARCHIMEDE intersezione con VIA BASSI UGO,"0",C,38.129281,13.356133,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Sabato,"23",23/04/2022,05:00:00,VIA CRISPI FRANCESCO altezza corso D. SCINA',"1",F,38.130393,13.360323,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Sabato,"24",24/04/2022,02:00:00,VIA CAVOUR CAMILLO altezza del civico 59,"0",R,38.122371,13.36216,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Aprile,Sabato,"30",30/04/2022,19:45:00,VIA CAVOUR CAMILLO intersezione con VIA CARELLA,"0",C,38.12216,13.36142,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Martedì,"3",03/05/2022,20:00:00,VIA DELLE CROCI altezza del civico 3,"1",F,38.131814,13.355141,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Venerdì,"6",06/05/2022,09:00:00,VIA ALBANESE ENRICO di fronte al civico 90,"0",C,38.130497,13.35597,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Venerdì,"6",06/05/2022,19:15:00,VIA CRISPI FRANCESCO intersezione VIA VOLTA ALESSANDRO,"0",C,38.123494,13.364776,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Lunedi,"9",09/05/2022,09:45:00,VIA CAVOUR CAMILLO altezza del civico 75,"0",C,38.122266,13.3618,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Lunedi,"9",09/05/2022,22:30:00,VIA CRISPI FRANCESCO altezza del civico 113,"0",C,38.124157,13.364271,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Lunedi,"9",09/05/2022,22:35:00,VIA CRISPI FRANCESCO altezza del civico 113,"0",C,38.124157,13.364271,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Martedì,"17",17/05/2022,23:15:00,VIA CAVOUR CAMILLO intersezione VIA PRINCIPE DI SCORDIA,"2",F,38.122398,13.362332,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Mercoledì,"18",18/05/2022,15:10:00,VIA SELLA QUINTINO intersezione con PIAZZA NASCE' FRANCESCO,"0",C,38.127607,13.356752,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Giovedì,"19",19/05/2022,09:20:00,VIA BENTIVEGNA FRANCESCO intersezione VIA CARELLA,"2",F,38.123247,13.360765,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Venerdì,"20",20/05/2022,15:30:00,VIA GRAVINA BENEDETTO intersezione con VIA PRINCIPE DI SCORDIA,"1",F,38.126569,13.359651,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Domenica,"29",29/05/2022,13:40:00,VIA CRISPI FRANCESCO pressi varco S. Lucia,"0",C,38.127504,13.36351,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Domenica,"29",29/05/2022,17:00:00,VIA ALBANESE ENRICO intersezione con VIA CALVI PASQUALE,"0",C,38.130157,13.355029,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Maggio,Domenica,"30",30/05/2022,07:22:00,VIA CRISPI FRANCESCO altezza (inters.) VIA SCINA' DOMENICO,"0",C,38.130383,13.360334,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Mercoledì,"1",01/06/2022,16:20:00,VIA ALBANESE ENRICO di fronte al civico 32,"2",F,38.131151,13.35753,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Venerdì,"4",04/06/2022,03:30:00,VIA PIANO DELL'UCCIARDONE di fronte VIA SCINA',"0",C,38.130451,13.360259,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Lunedi,"6",06/06/2022,07:30:00,VIA CRISPI FRANCESCO di fronte car. ucciardone,"0",C,38.132786,13.35954,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Sabato,"11",11/06/2022,18:10:00,VIA CRISPI FRANCESCO nr. 137,"1",F,38.124641,13.364004,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Domenica,"12",12/06/2022,21:30:00,PIAZZA STURZO LUIGI altezza (inters.) VIA SCINA' DOMENICO,"0",C,38.126483,13.357787,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Lunedi,"13",13/06/2022,08:45:00,"VIA CRISPI FRANCESCO di fronte ONORATO,68","0",C,38.124429,13.363898,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Venerdì,"17",17/06/2022,16:30:00,VIA AMARI EMERICO nr. 122,"1",F,38.12537,13.358203,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Venerdì,"25",25/06/2022,01:25:00,VIA ALBANESE ENRICO altezza (inters.) VIA ORSINI VINCENZO,"0",C,38.130565,13.356125,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Giugno,Sabato,"25",25/06/2022,10:00:00,VIA CAVOUR CAMILLO intersezione VIA CARELLA,"1",F,38.122157,13.361392,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Sabato,"2",02/07/2022,11:00:00,VIA CRISPI FRANCESCO altezza SOTTOVIA,"1",F,38.123877,13.364322,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Domenica,"3",03/07/2022,03:20:00,VIA CRISPI FRANCESCO nr. 89,"1",F,38.123729,13.364528,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Domenica,"3",03/07/2022,05:00:00,VIA CRISPI FRANCESCO di fronte P.ZZA PACE,"0",C,38.131938,13.360046,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Venerdì,"8",08/07/2022,07:00:00,VIA ALBANESE ENRICO nr. 17,"0",C,38.130356,13.355501,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Venerdì,"8",08/07/2022,14:35:00,VIA ROMA intersezione con VIA GUARDIONE FRANCESCO,"1",F,38.122513,13.360458,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Domenica,"10",10/07/2022,19:00:00,VIA CARELLA nr. 57,"0",C,38.123427,13.360649,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Lunedi,"11",11/07/2022,16:20:00,VIA CAVOUR CAMILLO di fronte al civico 2,"1",F,38.122405,13.36234,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Martedì,"12",12/07/2022,10:45:00,VIA CRISPI FRANCESCO altezza staz giacheri,"0",C,38.133949,13.35887,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Giovedì,"14",14/07/2022,13:50:00,VIA PIANO DELL'UCCIARDONE altezza (spec.) CARCERE,"1",F,38.133153,13.359356,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Giovedì,"14",14/07/2022,19:37:00,VIA ROMA intersezione con VIA PRINCIPE DI BELMONTE,"1",F,38.124592,13.359006,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Sabato,"16",16/07/2022,18:30:00,VIA PIANO DELL'UCCIARDONE di fronte ARSENALE,"1",F,38.134167,13.358751,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Domenica,"17",17/07/2022,00:50:00,VIA PRINCIPE DI BELMONTE intersezione con VIA AMARI MICHELE,"1",F,38.12489,13.359685,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Domenica,"17",17/07/2022,23:00:00,VIA ARCHIMEDE intersezione con VIA BASSI UGO,"3",F,38.129266,13.356146,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Giovedì,"21",21/07/2022,08:20:00,PIAZZA DELLA PACE altezza (spec.) Archimede,"1",F,38.130761,13.359751,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Mercoledì,"27",27/07/2022,16:20:00,VIA ROMA intersezione VIA AMARI EMERICO,"1",F,38.12543,13.358426,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Luglio,Mercoledì,"27",27/07/2022,18:00:00,VIA SCINA' DOMENICO nr. 111,"2",F,38.128353,13.3589,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
Agosto,Domenica,"7",07/08/2022,03:00:00,VIA PIANO DELL'UCCIARDONE altezza carcere,"0",C,38.131945,13.359664,,"21","25",Borgo Vecchio - Principe Scordia,Politeama,VIII,"10"
