Mese,Giorno_nome,Giorno_numero,Data,Ora,DataTime,Circoscrizione,Quartiere,UPL,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding
Maggio,Domenica,15,15/05/2022,08:10:00,2022-05-15T08:10:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE in prossimità di pressi,1,F,38.110184,13.366433,
Maggio,Venerdì,20,20/05/2022,19:30:00,2022-05-20T19:30:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE di fronte 27d,0,R,38.110128,13.366516,
Maggio,Venerdì,20,20/05/2022,23:30:00,2022-05-20T23:30:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA TUMMINELLO VINCENZO altezza del civico 3,1,F,38.112637,13.377775,
Maggio,Lunedi,23,23/05/2022,15:00:00,2022-05-23T15:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,CORSO DEI MILLE altezza del civico 39,0,C,38.111446,13.368414,
Maggio,Mercoledì,26,26/05/2022,06:45:00,2022-05-26T06:45:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE di fronte Prospetto Staz.,1,F,38.110272,13.36671,
Giugno,Giovedì,9,09/06/2022,13:00:00,2022-06-09T13:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA GREGORIO ROSARIO altezza (inters.) VIA PALMERI NICCOLO',0,C,38.110668,13.367874,
Giugno,Lunedi,13,13/06/2022,16:20:00,2022-06-13T16:20:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE altezza del civico 53,0,C,38.11033,13.366195,
Giugno,Sabato,18,18/06/2022,13:45:00,2022-06-18T13:45:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA TIRO A SEGNO altezza del civico 90,1,F,38.107779,13.374072,
Giugno,Sabato,18,18/06/2022,17:00:00,2022-06-18T17:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA MIGNOSI GASPARE altezza del civico 55,0,C,38.109928,13.370752,
Luglio,Giovedì,14,14/07/2022,08:05:00,2022-07-14T08:05:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA TUMMINELLO VINCENZO altezza del civico 3,0,C,38.112825,13.378011,
Luglio,Martedì,20,20/07/2022,07:50:00,2022-07-20T07:50:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,CORSO DEI MILLE s.n.c.,1,F,38.107709,13.371735,
Luglio,Sabato,23,23/07/2022,17:30:00,2022-07-23T17:30:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA LINCOLN nr. 19,1,F,38.114107,13.373852,
Luglio,Domenica,24,24/07/2022,18:10:00,2022-07-24T18:10:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA TUMMINELLO VINCENZO altezza (inters.) VIA TIRO A SEGNO,0,C,38.112754,13.377673,
Luglio,Domenica,24,24/07/2022,18:40:00,2022-07-24T18:40:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,CORSO DEI MILLE nr. 120,0,C,38.110276,13.369507,
Luglio,Giovedì,28,28/07/2022,17:15:00,2022-07-28T17:15:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,FORO UMBERTO I di fronte Padre Messina,1,F,38.11354,13.377642,
Agosto,Lunedi,1,01/08/2022,11:15:00,2022-08-01T11:15:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA PONTE DI MARE nr. 16,0,C,38.111624,13.378484,
Agosto,Giovedì,25,25/08/2022,16:25:00,2022-08-25T16:25:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA ARCHIRAFI altezza (inters.) VIA MIGNOSI GASPARE,0,C,38.11079,13.372635,
Settembre,Mercoledì,7,07/09/2022,04:30:00,2022-09-07T04:30:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA PONTE DI MARE altezza del civico 91,2,F,38.111584,13.378423,
Ottobre,Domenica,3,03/10/2022,04:19:00,2022-10-03T04:19:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA LINCOLN altezza del civico 27,1,F,38.113961,13.373517,
Ottobre,Lunedi,3,03/10/2022,17:00:00,2022-10-03T17:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA PALMERI NICCOLO' nr. 6,0,C,38.110575,13.367675,
Ottobre,Martedì,11,11/10/2022,15:10:00,2022-10-11T15:10:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,FORO UMBERTO I altezza villa Giulia,1,F,38.114117,13.376919,
Ottobre,Domenica,23,23/10/2022,03:15:00,2022-10-23T03:15:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA LINCOLN intersezione con VIA ARCHIRAFI,2,F,38.112815,13.37111,
Ottobre,Lunedi,24,24/10/2022,13:20:00,2022-10-24T13:20:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE intersezione VIA PALMERI NICCOLO',2,F,38.110421,13.367231,
Ottobre,Martedì,25,25/10/2022,20:00:00,2022-10-25T20:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA LINCOLN s.n.c.,0,C,38.112646,13.370758,
Ottobre,Sabato,29,29/10/2022,15:00:00,2022-10-29T15:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE altezza (inters.) VIA BALSAMO PAOLO,1,F,38.10997,13.36773,
Novembre,Domenica,13,13/11/2022,10:35:00,2022-11-13T10:35:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE altezza del civico 19,0,R,38.110296,13.367516,
Novembre,Martedì,22,22/11/2022,11:00:00,2022-11-22T11:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE altezza POSTEGGIO TAXI,0,C,38.110685,13.367102,
Novembre,Mercoledì,30,30/11/2022,19:40:00,2022-11-30T19:40:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA BALSAMO PAOLO intersezione VIA GREGORIO ROSARIO,1,F,38.110183,13.368232,
Novembre,Mercoledì,30,30/11/2022,21:10:00,2022-11-30T21:10:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,VIA CAVOUR CAMILLO intersezione con VIA MAQUEDA,1,F,38.110696,13.36907,
Dicembre,Lunedi,5,05/12/2022,11:00:00,2022-12-05T11:00:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,CORSO DEI MILLE intersezione con VIA DECOLLATI,2,F,38.106654,13.37333,
Dicembre,Venerdì,23,23/12/2022,18:45:00,2022-12-23T18:45:00.000Z,II,Oreto - Stazione,Corso dei Mille - S.Erasmo,PIAZZA GIULIO CESARE pressi stazione,1,F,38.11014,13.366448,si...?
Gennaio,Lunedi,3,03/01/2022,14:25:00,2022-01-03T14:25:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico 557,1,F,38.101054,13.382618,
Gennaio,Giovedì,6,06/01/2022,19:45:00,2022-01-06T19:45:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE intersezione con VIA BENNICI GIUSEPPE,0,C,38.105581,13.375301,
Gennaio,Venerdì,14,14/01/2022,22:30:00,2022-01-14T22:30:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE nr. 383,0,C,38.103155,13.393761,
Gennaio,Giovedì,20,20/01/2022,16:35:00,2022-01-20T16:35:00.000Z,II,Settecannoli,Settecannoli,VIA FERRARI ORSI FEDERICO altezza del civico 96,1,F,38.100918,13.389543,
Gennaio,Sabato,22,22/01/2022,17:20:00,2022-01-22T17:20:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA altezza (inters.) VIA QUADRIO MAURIZIO,1,F,38.101354,13.384335,
Gennaio,Sabato,22,22/01/2022,23:45:00,2022-01-22T23:45:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 225,0,C,38.10607,13.386886,
Gennaio,Martedì,25,25/01/2022,11:10:00,2022-01-25T11:10:00.000Z,II,Settecannoli,Settecannoli,VIA DIAZ ARMANDO M.LLO altezza (spec.) Largo E. Perri,0,M,38.10054,13.393134,
Gennaio,Sabato,29,29/01/2022,06:15:00,2022-01-29T06:15:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 213,0,C,38.106163,13.386515,
Febbraio,Lunedi,7,07/02/2022,10:30:00,2022-02-07T10:30:00.000Z,II,Settecannoli,Settecannoli,VIA ALAGNA GIACOMO intersezione con VIA PADRE GIUSEPPE PUGLISI,1,F,38.102537,13.388646,
Febbraio,Venerdì,11,11/02/2022,08:50:00,2022-02-11T08:50:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza buccheri la fer,1,F,38.106282,13.386147,
Febbraio,Sabato,12,12/02/2022,20:00:00,2022-02-12T20:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 197,1,F,38.106351,13.385949,
Febbraio,Mercoledì,16,16/02/2022,23:15:00,2022-02-16T23:15:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 76,1,F,38.10664,13.384924,
Febbraio,Sabato,19,19/02/2022,23:15:00,2022-02-19T23:15:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 365,3,F,38.103697,13.392413,
Febbraio,Lunedi,21,21/02/2022,19:30:00,2022-02-21T19:30:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE intersezione con VICOLO NUCCIO,1,F,38.102368,13.38049,
Febbraio,Martedì,22,22/02/2022,13:00:00,2022-02-22T13:00:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA intersezione VIA MILORO SANTA,1,F,38.1037,13.386458,
Febbraio,Sabato,26,26/02/2022,13:00:00,2022-02-26T13:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE intersezione VIA BEN GIOBAIR,1,F,38.103255,13.393476,
Marzo,Giovedì,3,03/03/2022,18:08:00,2022-03-03T18:08:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE di fronte al civico 526,1,F,38.101126,13.382541,
Marzo,Domenica,6,06/03/2022,04:30:00,2022-03-06T04:30:00.000Z,II,Settecannoli,Settecannoli,VIA PONTE DI MARE pressi via adorno,2,F,38.109583,13.379513,si
Marzo,Lunedi,7,07/03/2022,19:20:00,2022-03-07T19:20:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA altezza del civico 76,0,C,38.100933,13.384168,
Marzo,Martedì,15,15/03/2022,19:35:00,2022-03-15T19:35:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA intersezione con VIA MESSINA MARINE,1,F,38.105608,13.388205,
Marzo,Mercoledì,30,30/03/2022,21:15:00,2022-03-30T21:15:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE intersezione con VIALE AMEDEO D'AOSTA,2,F,38.105648,13.388234,
Aprile,Venerdì,8,08/04/2022,16:50:00,2022-04-08T16:50:00.000Z,II,Settecannoli,Settecannoli,VIA PADRE GIUSEPPE PUGLISI intersezione con VIA FERRARI ORSI FEDERICO,1,F,38.101771,13.390154,
Aprile,Martedì,12,12/04/2022,08:45:00,2022-04-12T08:45:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 105,1,F,38.10758,13.38197,
Aprile,Mercoledì,27,27/04/2022,14:30:00,2022-04-27T14:30:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico 599,1,F,38.100186,13.384301,
Maggio,Martedì,3,03/05/2022,19:00:00,2022-05-03T19:00:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA altezza del civico 24/A,1,F,38.103398,13.3863,
Maggio,Mercoledì,4,04/05/2022,11:00:00,2022-05-04T11:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 197,1,F,38.106284,13.385927,
Maggio,Giovedì,5,05/05/2022,22:30:00,2022-05-05T22:30:00.000Z,II,Settecannoli,Settecannoli,VIA BRANCACCIO nr. 6 d,0,C,38.101677,13.379078,
Maggio,Mercoledì,11,11/05/2022,08:00:00,2022-05-11T08:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 301,1,F,38.105066,13.389393,
Maggio,Venerdì,13,13/05/2022,10:15:00,2022-05-13T10:15:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico 684,1,F,38.099826,13.385717,
Maggio,Mercoledì,18,18/05/2022,17:00:00,2022-05-18T17:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 261,2,F,38.105563,13.388387,
Maggio,Giovedì,19,19/05/2022,20:00:00,2022-05-19T20:00:00.000Z,II,Settecannoli,Settecannoli,PIAZZA SCAFFA intersezione CORSO DEI MILLE,0,C,38.103835,13.377493,
Maggio,Lunedi,23,23/05/2022,16:50:00,2022-05-23T16:50:00.000Z,II,Settecannoli,Settecannoli,VIA BENNICI GIUSEPPE altezza del civico 51,2,F,38.106043,13.37578,
Maggio,Martedì,31,31/05/2022,22:30:00,2022-05-31T22:30:00.000Z,II,Settecannoli,Settecannoli,VIA CIRINCIONE GIUSEPPE intersezione VIA PIANELL GIUSEPPE,1,F,38.099631,13.38555,
Giugno,Venerdì,3,03/06/2022,09:00:00,2022-06-03T09:00:00.000Z,II,Settecannoli,Settecannoli,VIA CAPPELLO SALVATORE altezza del civico 26,1,F,38.105091,13.381684,
Giugno,Domenica,12,12/06/2022,15:15:00,2022-06-12T15:15:00.000Z,II,Settecannoli,Settecannoli,VIA DI PASQUALE GAETANO intersezione con VIA CIALDINI ENRICO,1,F,38.097299,13.386213,
Giugno,Lunedi,13,13/06/2022,18:10:00,2022-06-13T18:10:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza (spec.) 20,2,F,38.107935,13.38163,
Giugno,Martedì,14,14/06/2022,15:45:00,2022-06-14T15:45:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE nr. 211,1,F,38.106167,13.386437,
Giugno,Martedì,21,21/06/2022,13:10:00,2022-06-21T13:10:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE nr. 649,1,F,38.099859,13.38524,
Giugno,Venerdì,24,24/06/2022,02:55:00,2022-06-24T02:55:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE intersezione con VIALE AMEDEO D'AOSTA,0,C,38.105616,13.388212,
Luglio,Domenica,3,03/07/2022,23:50:00,2022-07-03T23:50:00.000Z,II,Settecannoli,Settecannoli,VIA PADRE GIUSEPPE PUGLISI altezza (inters.) VIA BAZZANO DOMENICO,0,C,38.102407,13.388672,
Luglio,Mercoledì,6,06/07/2022,18:25:00,2022-07-06T18:25:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE intersezione VIALE AMEDEO D'AOSTA,1,F,38.100563,13.38366,
Luglio,Mercoledì,6,06/07/2022,19:30:00,2022-07-06T19:30:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 311,1,F,38.104621,13.390338,
Luglio,Venerdì,9,09/07/2022,09:00:00,2022-07-09T09:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 213,1,F,38.106185,13.386532,
Luglio,Lunedi,11,11/07/2022,20:10:00,2022-07-11T20:10:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 193,0,C,38.106695,13.384398,
Luglio,Venerdì,15,15/07/2022,21:30:00,2022-07-15T21:30:00.000Z,II,Settecannoli,Settecannoli,VIA LA FERLA FRANCESCO GEN. intersezione con VIA DIAZ ARMANDO M.LLO,1,F,38.101144,13.393617,
Luglio,Lunedi,18,18/07/2022,22:10:00,2022-07-18T22:10:00.000Z,II,Settecannoli,Settecannoli,VIA CAPPELLO SALVATORE intersezione CORSO DEI MILLE,1,F,38.103227,13.378636,
Luglio,Sabato,30,30/07/2022,19:45:00,2022-07-30T19:45:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE intersezione VIALE AMEDEO D'AOSTA,1,F,38.100543,13.383679,
Agosto,Martedì,2,02/08/2022,20:55:00,2022-08-02T20:55:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE intersezione con VIA SAETTA ANTONINO,1,F,38.107795,13.381713,
Agosto,Domenica,21,21/08/2022,20:30:00,2022-08-21T20:30:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico N.568,1,F,38.100692,13.383475,
Agosto,Domenica,22,22/08/2022,02:10:00,2022-08-22T02:10:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza (inters.) VIALE AMEDEO D'AOSTA,1,F,38.105647,13.388193,
Agosto,Lunedi,22,22/08/2022,14:15:00,2022-08-22T14:15:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA intersezione VIA MESSINA MARINE,1,F,38.105649,13.388213,
Settembre,Venerdì,2,02/09/2022,09:10:00,2022-09-02T09:10:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE pressi 247,1,F,38.105849,13.387583,
Settembre,Sabato,17,17/09/2022,07:00:00,2022-09-17T07:00:00.000Z,II,Settecannoli,Settecannoli,VIALE AMEDEO D'AOSTA altezza del civico 14,0,C,38.104834,13.387479,
Settembre,Martedì,20,20/09/2022,12:00:00,2022-09-20T12:00:00.000Z,II,Settecannoli,Settecannoli,VIA CIRINCIONE GIUSEPPE altezza (spec.) Pianell,1,F,38.099268,13.385508,
Settembre,Sabato,25,25/09/2022,04:00:00,2022-09-25T04:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE intersezione VIALE AMEDEO D'AOSTA,2,F,38.105611,13.388196,
Settembre,Mercoledì,28,28/09/2022,06:50:00,2022-09-28T06:50:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza (spec.) PONTE AMMIRAGL,1,F,38.105507,13.375138,
Settembre,Mercoledì,28,28/09/2022,16:30:00,2022-09-28T16:30:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE intersezione con VIA CAPPELLO SALVATORE,1,F,38.103212,13.37861,
Settembre,Mercoledì,28,28/09/2022,22:30:00,2022-09-28T22:30:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza (inters.) VIA CAPPELLO SALVATORE,2,F,38.106821,13.383074,
Settembre,Venerdì,30,30/09/2022,18:35:00,2022-09-30T18:35:00.000Z,II,Settecannoli,Settecannoli,VIA PADRE GIUSEPPE PUGLISI intersezione VIA PINTABONA SAVERIO,1,F,38.103069,13.387265,
Ottobre,Martedì,4,04/10/2022,07:55:00,2022-10-04T07:55:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE nr. 493,4,F,38.102054,13.38071,
Ottobre,Venerdì,7,07/10/2022,06:35:00,2022-10-07T06:35:00.000Z,II,Settecannoli,Settecannoli,VIA CAPPELLO SALVATORE intersezione con VIALE DEI PICCIOTTI,1,F,38.105397,13.381796,
Ottobre,Sabato,8,08/10/2022,05:00:00,2022-10-08T05:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza (spec.) osp. buccheri,0,C,38.106336,13.386042,
Ottobre,Sabato,8,08/10/2022,22:45:00,2022-10-08T22:45:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE di fronte al civico 349,1,F,38.103381,13.37828,
Ottobre,Lunedi,11,11/10/2022,00:01:00,2022-10-11T00:01:00.000Z,II,Settecannoli,Settecannoli,VIA DIAZ ARMANDO M.LLO intersezione VIA MESSINA MARINE,0,C,38.102727,13.394916,
Ottobre,Venerdì,14,14/10/2022,19:00:00,2022-10-14T19:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza Buccheri,1,F,38.10628,13.386189,
Ottobre,Venerdì,15,15/10/2022,03:15:00,2022-10-15T03:15:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza PONTE AMMIRAGLI,1,F,38.105491,13.375187,
Ottobre,Domenica,16,16/10/2022,07:35:00,2022-10-16T07:35:00.000Z,II,Settecannoli,Settecannoli,VIA GIAFAR EMIRO intersezione con CORSO DEI MILLE,1,F,38.098845,13.391688,
Ottobre,Lunedi,17,17/10/2022,13:35:00,2022-10-17T13:35:00.000Z,II,Settecannoli,Settecannoli,VIALE DEI PICCIOTTI a mt. 30 via bennici,1,F,38.104875,13.382801,
Ottobre,Venerdì,21,21/10/2022,10:30:00,2022-10-21T10:30:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE nr. 307,2,F,38.104695,13.390244,
Ottobre,Sabato,22,22/10/2022,04:00:00,2022-10-22T04:00:00.000Z,II,Settecannoli,Settecannoli,VIA BUONRIPOSO pressi corso dei mille,2,F,38.104634,13.374636,
Novembre,Giovedì,3,03/11/2022,07:30:00,2022-11-03T07:30:00.000Z,II,Settecannoli,Settecannoli,VIA CORRAO GIOVANNI di fronte al civico 6a,1,F,38.105142,13.386231,
Novembre,Giovedì,3,03/11/2022,14:35:00,2022-11-03T14:35:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico 740,1,F,38.099613,13.386786,
Novembre,Venerdì,4,04/11/2022,20:00:00,2022-11-04T20:00:00.000Z,II,Settecannoli,Settecannoli,VIA S. GIOVANNI DI DIO altezza del civico 4,1,F,38.100203,13.383515,
Novembre,Lunedi,8,08/11/2022,06:00:00,2022-11-08T06:00:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE di fronte al civico 389,2,F,38.10312,13.393862,
Novembre,Sabato,12,12/11/2022,12:00:00,2022-11-12T12:00:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE intersezione con VIA CAPPELLO SALVATORE,2,F,38.103254,13.378637,
Novembre,Sabato,12,12/11/2022,12:30:00,2022-11-12T12:30:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE intersezione con CORTILE SPANO',1,F,38.105332,13.388888,
Novembre,Sabato,19,19/11/2022,16:30:00,2022-11-19T16:30:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico 652,2,F,38.100055,13.384804,
Novembre,Lunedi,21,21/11/2022,14:25:00,2022-11-21T14:25:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza del civico 310,1,F,38.104949,13.376363,
Novembre,Lunedi,28,28/11/2022,13:15:00,2022-11-28T13:15:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 153,1,F,38.106798,13.383433,
Dicembre,Venerdì,2,02/12/2022,09:30:00,2022-12-02T09:30:00.000Z,II,Settecannoli,Settecannoli,CORSO DEI MILLE altezza (spec.) 570,2,F,38.100607,13.383494,
Dicembre,Lunedi,5,05/12/2022,18:30:00,2022-12-05T18:30:00.000Z,II,Settecannoli,Settecannoli,VIA PADRE GIUSEPPE PUGLISI intersezione con VIA ALAGNA GIACOMO,0,C,38.10254,13.388672,
Dicembre,Giovedì,15,15/12/2022,22:15:00,2022-12-15T22:15:00.000Z,II,Settecannoli,Settecannoli,VIA SANFILIPPO SALVATORE nr. 7,0,C,38.103844,13.381354,
Dicembre,Giovedì,29,29/12/2022,20:40:00,2022-12-29T20:40:00.000Z,II,Settecannoli,Settecannoli,VIA MESSINA MARINE altezza del civico 301,1,F,38.105042,13.389419,
Gennaio,Sabato,8,08/01/2022,20:15:00,2022-01-08T20:15:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA S.MARIA DI GESU' altezza del civico 98 M,4,F,38.09144,13.37361,
Febbraio,Domenica,6,06/02/2022,21:30:00,2022-02-06T21:30:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO intersezione con VIA LA COLLA FRANCESCO,0,C,38.100457,13.371423,
Febbraio,Lunedi,7,07/02/2022,16:00:00,2022-02-07T16:00:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza del civico 420,1,F,38.096738,13.373783,
Febbraio,Mercoledì,9,09/02/2022,15:30:00,2022-02-09T15:30:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza del civico 440/A,3,F,38.096296,13.374217,
Febbraio,Domenica,20,20/02/2022,01:30:00,2022-02-20T01:30:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza (inters.) VIA LO BIANCO SALVATORE,0,C,38.095995,13.374202,
Marzo,Lunedi,7,07/03/2022,08:00:00,2022-03-07T08:00:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO nr. 336 Corsia late,0,C,38.100331,13.371586,si
Marzo,Giovedì,10,10/03/2022,09:20:00,2022-03-10T09:20:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO di fronte al civico 336,1,F,38.100353,13.371578,
Marzo,Lunedi,14,14/03/2022,11:40:00,2022-03-14T11:40:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA DELL'ORSA MINORE intersezione con VIA DELL'ORSA MAGGIORE,0,C,38.093973,13.366169,
Marzo,Sabato,19,19/03/2022,08:45:00,2022-03-19T08:45:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA BELMONTE CHIAVELLI intersezione con VIA CADUTI DELL'8 LUGLIO 1960,1,F,38.096715,13.368864,
Marzo,Mercoledì,30,30/03/2022,20:15:00,2022-03-30T20:15:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza del civico 474,0,C,38.093015,13.37632,
Marzo,Mercoledì,30,30/03/2022,21:30:00,2022-03-30T21:30:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA BUONRIPOSO intersezione con LARGO ERCOLE PIETRO,0,C,38.100194,13.373169,
Aprile,Domenica,10,10/04/2022,17:15:00,2022-04-10T17:15:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA BUONRIPOSO intersezione con VIA LA COLLA FRANCESCO,2,F,38.101418,13.373574,
Aprile,Domenica,17,17/04/2022,12:15:00,2022-04-17T12:15:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza del civico 344,0,C,38.099843,13.371749,
Aprile,Sabato,23,23/04/2022,09:30:00,2022-04-23T09:30:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza (inters.) VIA SONNINO SIDNEY,1,F,38.093191,13.375948,
Giugno,Domenica,5,05/06/2022,05:30:00,2022-06-05T05:30:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA GUADAGNA intersezione con VIA PATERNO' EMANUELE,2,F,38.100741,13.368566,
Giugno,Mercoledì,8,08/06/2022,13:15:00,2022-06-08T13:15:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza via sirillo,1,F,38.093422,13.376067,
Giugno,Domenica,12,12/06/2022,19:00:00,2022-06-12T19:00:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA CADUTI DELL'8 LUGLIO 1960 intersezione VIA BELMONTE CHIAVELLI,3,F,38.096722,13.368778,
Giugno,Martedì,21,21/06/2022,16:15:00,2022-06-21T16:15:00.000Z,III,Oreto - Stazione,Oreto Guadagna,VIA ORETO altezza 313 CAMPISI,1,F,38.101123,13.370745,
