Data;Ora;Luogo;Feriti;;Latitudine;Longitudine
03/10/2021;12:10;VIA CORDOVA FILIPPO altezza (inters.) VIA D'AZEGLIO MASSIMO;1;F;38,141244;13,346578
03/10/2021;16:10;VIA AZOTI NICOLO' altezza (inters.) VIALE PAPA GIOVANNI XXIII;1;F;38,086518;13,361452
03/10/2021;16:30;VIA VILLAGRAZIA altezza del civico 61;1;F;38,097115;13,366829
03/10/2021;19:30;VIA LANZA DI SCALEA GIUSEPPE altezza del civico 342;1;F;38,166854;13,316785
04/10/2021;02:55;VIA VILLAGRAZIA altezza del civico 319;2;F;38,085409;13,33771
04/10/2021;08:20;VIALE REGIONE SICILIANA N.O. altezza del civico 4600;1;F;38,090082;13,374815
04/10/2021;08:20;VIA CAVOUR CAMILLO altezza del civico 88;0;C;38,121467;13,358888
04/10/2021;09:30;VIA ARCOLEO intersezione CORSO CALATAFIMI;1;F;38,104563;13,333864
04/10/2021;10:05;CORSO TUKORY altezza del civico 274;0;C;38,107976;13,355781
04/10/2021;11:00;VIA DELLA FAVORITA altezza (spec.) diana;1;F;38,151902;13,349977
04/10/2021;11:15;VIA ROMA intersezione con VIA DIVISI;1;F;38,113194;13,365295
04/10/2021;15:30;VIA CRISPI FRANCESCO altezza via Castello;0;C;38,121322;13,365838
04/10/2021;16:20;VIALE MARGHERITA DI SAVOIA intersezione VIALE DELLE PALME;1;F;38,196054;13,332002
04/10/2021;19:45;VIALE DEL FANTE in prossimit? di 1;2;F;38,147543;13,343701
05/10/2021;07:55;VIALE DUCA DEGLI ABRUZZI di fronte al civico 2;1;F;38,168871;13,32846
05/10/2021;08:15;VIA MONTEPELLEGRINO intersezione PIAZZA CAPONNETTO ANTONINO;0;C;38,135875;13,358562
05/10/2021;10:45;VIA CONTE FEDERICO lato monte;1;F;38,085644;13,399231
05/10/2021;11:30;VIA PITRE' GIUSEPPE altezza del civico 176/d;0;C;;
05/10/2021;12:40;VIA RIZZO AMMIRAGLIO intersezione con VIA THAON DE REVEL PAOLO AMM.;1;F;38,14363;13,360345
05/10/2021;13:10;VIA ROMA intersezione con VIA BARA ALL'OLIVELLA;3;F;38,121186;13,361341
05/10/2021;15:30;VIA MATTEI intersezione con VIA TERSICORE;0;C;38,193103;13,322414
05/10/2021;23:15;VIA NICASTRO GUSTAVO AMM. altezza del civico 7;1;F;38,148406;13,359005
06/10/2021;01:20;PIAZZA CAPONNETTO ANTONINO in prossimit? di Distribut. ESSO;0;C;38,135241;13,35864
06/10/2021;11:00;VIA VOLTURNO altezza del civico 62;1;F;38,119496;13,353977
06/10/2021;20:10;VIALE REGIONE SICILIANA pressi 4589;1;F;38,145185;13,32972
07/10/2021;01:20;VIA BASILE ERNESTO direzione - CORSO TUKORY;3;R;38,094799;13,340937
07/10/2021;09:57;VIA CARINI ISIDORO intersezione con VIA OMODEI FRANCESCO;1;F;38,129639;13,355372
07/10/2021;12:00;VIA TROINA in prossimit? di VIA NISSA;2;F;38,089437;13,359946
07/10/2021;13:50;VIALE REGIONE SICILIANA N.O. carr. laterale 33;1;F;38,12211;13,329268
07/10/2021;19:45;VIA GIARDINO DELLA CONCORDIA intersezione VIA CASTELFORTE;0;C;38,176129;13,326108
08/10/2021;01:00;PIAZZA DELL'ORIGLIONE di fronte al civico 2;0;C;38,113465;13,358797
08/10/2021;02:00;CORSO CALATAFIMI altezza del civico 985;0;C;38,098869;13,319945
08/10/2021;11:20;VIA GIARDINO DELLA CONCORDIA in prossimit? di via castelforte;0;C;38,176121;13,326109
08/10/2021;12:45;VIA PRINCIPE DI PALAGONIA intersezione con VIA BORREMANS GUGLIELMO;1;F;38,133266;13,336859
08/10/2021;13:50;VIALE REGIONE SICILIANA S.E. altezza del civico 2085;1;F;38,087398;13,34768
08/10/2021;14:30;VIA BERGAMO altezza del civico 61;1;F;38,102556;13,365633
08/10/2021;15:00;VIA SALAMONE MARINO SALVATORE altezza (inters.) VIA CHIARAMONTE ANDREA;0;C;38,106723;13,358029
08/10/2021;16:25;VIALE GIUNONE altezza del civico 46;1;F;38,195244;13,321407
08/10/2021;16:30;VIA COLLOTTI VINCENZO altezza del civico 4;1;F;38,194808;13,320999
08/10/2021;16:35;VIA CRISPI FRANCESCO altezza (inters.) VIA PRINCIPE DI BELMONTE;0;C;38,126184;13,362871
08/10/2021;19:15;VIA MAMMANA altezza (inters.) VIA BENINCASA GIOVANNI;0;C;38,132772;13,319324
08/10/2021;21:45;VIA MESSINA intersezione VIA PRINCIPE DI VILLAFRANCA;0;C;38,126038;13,351423
08/10/2021;22:45;VIA LANZA DI SCALEA GIUSEPPE intersezione VIA EINAUDI LUIGI;1;F;38,17778;13,309142
09/10/2021;01:15;VIA RAPISARDI MARIO intersezione con VIA LEOPARDI GIACOMO;2;F;38,134889;13,345487
09/10/2021;01:15;VIALE REGIONE SICILIANA N.O. intersezione con VIA MACCIONELLO;1;F;38,159976;13,312086
09/10/2021;04:20;VIA CRISPI FRANCESCO altezza (spec.) MERCATO ITTICO;0;M;38,120819;13,366308
09/10/2021;04:45;VIA DUE VANELLE altezza del civico 8;1;F;38,095149;13,32377
09/10/2021;04:45;VIA LANZA DI SCALEA GIUSEPPE pressi via enaudi;2;F;38,177776;13,309157
09/10/2021;13:00;CORSO CALATAFIMI altezza del civico 929;1;F;38,100158;13,323086
09/10/2021;13:15;VIA ROMA intersezione con VIA STABILE MARIANO;1;F;38,12373;13,35963
09/10/2021;14:30;VIALE STRASBURGO intersezione con VIALE DE GASPERI ALCIDE;1;F;38,149115;13,332998
09/10/2021;19:00;VIA LA FATA FRANCESCO intersezione VIA FELICE GIUSEPPE;1;F;38,097852;13,350841
10/10/2021;00:40;VIA TRABUCCO intersezione VIALE REGIONE SICILIANA N.O.;1;F;38,157386;13,315287
10/10/2021;01:45;VIA LANZA DI SCALEA GIUSEPPE altezza conca d'oro;0;C;38,181401;13,305446
10/10/2021;07:30;VIALE REGIONE SICILIANA N.O. altezza (spec.) sottoponte Belg;0;C;38,148872;13,326476
10/10/2021;14:45;VIA CASTELLANA altezza del civico 141;1;F;38,125691;13,297037
10/10/2021;14:55;VIA PRINCIPE DI VILLAFRANCA intersezione con VIA MARCONI GUGLIELMO;1;F;38,12603;13,351343
11/10/2021;00:10;VIA MARINUZZI ANTONIO altezza (inters.) VIA PALERMO GASPARE;0;C;38,105952;13,365038
11/10/2021;10:05;VIA COLONNA ROTTA intersezione con VIA IMERA;1;F;38,112062;13,350624
11/10/2021;10:45;VIA ROMA intersezione con VIA MALTA;1;F;38,115864;13,364043
11/10/2021;18:00;VIALE REGIONE SICILIANA S.E. altezza (spec.) svincolo pa/sci;1;F;38,094829;13,33735
11/10/2021;20:00;VIA TRINACRIA di fronte al civico 13;1;F;38,148243;13,338274
11/10/2021;20:40;VIALE MICHELANGELO intersezione VIA AL SANTUARIO DI CRUILLAS;0;C;38,139314;13,328576
11/10/2021;20:45;VIALE MICHELANGELO intersezione VIA AL SANTUARIO DI CRUILLAS;0;C;38,139314;13,328576
11/10/2021;23:20;VIALE MICHELANGELO altezza del civico 571;0;C;38,138109;13,323467
12/10/2021;07:45;VIA CALA di fronte ittico;0;C;38,121024;13,366233
12/10/2021;08:00;VIA NOTARBARTOLO EMANUELE pressi VIA G. DI MARIA;0;C;38,131885;13,342571
12/10/2021;09:50;VIA ROMA intersezione con VIA MALTA;0;C;38,115848;13,364007
12/10/2021;10:00;VIALE DELLE ALPI intersezione VIA PRINCIPE DI PATERNO';0;C;38,138503;13,337804
12/10/2021;11:10;VIA DELLA LIBERTA' altezza (spec.) GIARDIN INGLESE;1;F;38,132141;13,350803
12/10/2021;11:45;VIA BELGIO intersezione VIA NEBRODI(DEI);0;C;38,150326;13,32902
12/10/2021;11:50;VIA DANTE intersezione VIA CIVILETTI BENEDETTO;1;F;38,123922;13,351522
12/10/2021;13:00;VIA CATANIA altezza del civico 110;1;F;38,126987;13,347233
12/10/2021;18:00;VIA TORRE DI MONDELLO altezza del civico 8;0;C;38,206613;13,325354
12/10/2021;20:00;VIA ROMA altezza del civico 383;2;F;38,121277;13,361327
13/10/2021;01:00;VIA LA MALFA UGO altezza del civico 109;0;C;38,162116;13,314475
13/10/2021;08:15;VIA MESSINA MONTAGNE di fronte al civico 1;2;F;38,083414;13,427166
13/10/2021;10:15;STRADA S.P. 1 s.n.c.;0;C;;
13/10/2021;10:30;VIA MESSINA MONTAGNE pressi distributore ip;5;F;38,083078;13,429918
13/10/2021;11:00;CORSO RE RUGGERO intersezione con LARGO LA GRUTTA GIUSEPPE;1;F;38,108742;13,354178
13/10/2021;11:50;VIALE GIULIANO BORIS intersezione VIALE SCADUTO FRANCESCO;2;F;38,137632;13,343698
13/10/2021;12:10;VIA DANTE intersezione VIA PRINCIPE DI VILLAFRANCA;1;F;38,124146;13,352402
13/10/2021;15:45;VIA DELLE CROCI intersezione con VIA ORSINI VINCENZO;1;F;38,131877;13,35529
13/10/2021;17:15;CORSO CALATAFIMI di fronte al civico 550;1;F;;
13/10/2021;19:10;VIA GIOTTO altezza (inters.) VIA LO VERDE GIACOMO;0;M;38,130687;13,333335
13/10/2021;19:45;VIA BESIO GIACOMO altezza del civico 26;0;M;;
13/10/2021;20:00;VIA CRISPI FRANCESCO altezza (inters.) VIA S.SEBASTIANO;0;C;38,120238;13,366407
13/10/2021;20:40;VIA NEBRODI(DEI) intersezione con VIA SARDEGNA;1;F;38,145083;13,332302
13/10/2021;21:00;VIALE REGIONE SICILIANA N.O. carr. centrale SOTTOPAS BELGIO;0;C;;
13/10/2021;21:30;VIA NINA SICILIANA altezza del civico 3;0;C;38,118708;13,331375
13/10/2021;22:15;VIA SAITTA LONGHI nr. 94;0;C;38,090757;13,312742
14/10/2021;06:45;VIALE REGIONE SICILIANA N.O. altezza (spec.) .;0;C;;
14/10/2021;08:45;VIA LITTARA VINCENZO intersezione VIA NOCE;1;F;38,121193;13,335072
14/10/2021;10:50;VIA BARBARIGO AGOSTINO di fronte c colombo;0;C;38,190458;13,345626
14/10/2021;11:10;VICOLO NUOVO altezza del civico 11;0;C;38,115443;13,355461
14/10/2021;12:20;VIA MESSINA MARINE intersezione con VIA ZUCCHETTO CALOGERO;1;F;38,09679;13,423302
14/10/2021;13:25;VIA ZAMPARRONE BALDASSARE intersezione con VIA DI MARTINO GIROLAMO;4;F;38,123662;13,338763
14/10/2021;16:30;VIALE REGIONE SICILIANA N.O. nr. 7430;0;C;38,163635;13,307575
14/10/2021;21:30;VIA ZANDONAI RICCARDO intersezione con VIA CILEA FRANCESCO;1;F;38,133575;13,338357
15/10/2021;06:20;VIALE PRINCIPE DI SCALEA intersezione con VIALE GALATEA;0;C;38,201724;13,325053
15/10/2021;09:00;PIAZZA TREDICI VITTIME direzione di VIA CALA;1;F;;
15/10/2021;10:00;VIA ANNONE altezza del civico 17;0;C;38,186865;13,349143
15/10/2021;10:30;VIA BRASA direzione TRAPANI VIALE REGIONE SICILIANA S.E.;1;F;;
15/10/2021;11:30;VIALE NICOLETTI ROSARIO di fronte COCA COLA;0;C;38,189432;13,294678
15/10/2021;13:00;VIA SIRACUSA intersezione VIA CAVALLARI SAVERIO;1;F;38,126682;13,349487
15/10/2021;13:57;VIA NEBRODI(DEI) intersezione VIALE DE GASPERI ALCIDE;0;C;38,148091;13,330398
16/10/2021;00:30;VIA MESSINA MARINE altezza 393;0;C;38,10286;13,394641
16/10/2021;02:30;VIA GRAVINA AMMIRAGLIO altezza del civico 15;0;C;38,126397;13,362012
16/10/2021;07:45;PIAZZA GIULIO CESARE di fronte al civico 19;1;F;38,110246;13,367546
16/10/2021;09:55;VIA ORETO nr. 454;1;F;38,095264;13,374866
16/10/2021;17:00;VIA LAUDICINA ANTONINO s.n.c.;2;F;;
16/10/2021;18:00;VIA PATRICOLO GIUSEPPE intersezione VIA DEL VESPRO;0;C;38,107888;13,362156
16/10/2021;20:00;SVINCOLO DI SALVO ROSARIO altezza (spec.) V. R. SICILIANA;0;C;;
16/10/2021;22:15;CORSO CALATAFIMI altezza del civico 243;1;F;38,10848;13,343569
16/10/2021;23:20;VIA UGDULENA GREGORIO intersezione con VIA DE AMICIS EDMONDO;0;C;38,140489;13,347088
17/10/2021;02:15;VIALE MARGHERITA DI SAVOIA altezza del civico 85 C;1;F;38,188203;13,333073
17/10/2021;06:45;VIALE DE GASPERI ALCIDE intersezione con VIA RESTIVO EMPEDOCLE;0;C;38,149113;13,332978
17/10/2021;10:05;VIALE REGIONE SICILIANA N.O. carr. laterale DIR TRAPANI;1;F;;
17/10/2021;14:50;VIA MORELLO NUNZIO intersezione VIA COSTANTINO DOMENICO;0;C;38,131505;13,344864
17/10/2021;17:30;VIA PADRE MASSIMILIANO KOLBE altezza del civico .;0;C;;
17/10/2021;19:45;VIALE STRASBURGO intersezione VIA NUOVA;1;F;38,160402;13,323201
17/10/2021;22:00;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA ROSSO DI S.SECONDO;0;C;38,120419;13,329085
17/10/2021;23:10;VIALE ERCOLE a mt. 200 c. Giusino;4;F;38,169922;13,338617
18/10/2021;00:30;VIA STAZZONE intersezione con VIA ORETO;1;F;38,102829;13,369789
18/10/2021;05:00;VIALE PERTINI SANDRO intersezione con VIA PATTI;1;F;38,174902;13,315862
18/10/2021;13:30;VIALE REGIONE SICILIANA N.O. intersezione VIALE LAZIO;0;C;38,139879;13,330614
18/10/2021;13:50;CORSO DEI MILLE altezza del civico 1397/M;1;F;38,089095;13,419021
18/10/2021;14:27;VIA RIBERA intersezione VIA RANZANO PIETRO;0;C;38,117655;13,349312
18/10/2021;14:40;VIA MAQUEDA altezza del civico 138;1;F;38,113842;13,362671
18/10/2021;15:05;VIA MATER DOLOROSA altezza del civico 113;1;F;38,173904;13,330993
18/10/2021;16:15;VIA MATER DOLOROSA altezza del civico 118;0;C;38,173904;13,330993
18/10/2021;16:15;VIA MATER DOLOROSA altezza del civico 159;1;F;38,174456;13,332494
18/10/2021;16:30;VIALE REGIONE SICILIANA S.E. altezza del civico 1899;3;F;38,088773;13,345667
18/10/2021;16:30;VIALE MICHELANGELO intersezione con VIA CENTORBE;1;F;38,133078;13,309092
18/10/2021;19:10;VIA PONTE DI MARE altezza del civico 91;1;F;38,111531;13,378382
18/10/2021;21:00;VIA MELI FILIPPO MONS. intersezione con VIA PACINI GIOVANNI;0;C;38,101083;13,387943
18/10/2021;23:00;VIA RE FEDERICO intersezione con VIA PACINI GIOVANNI;0;R;38,119432;13,347942
19/10/2021;07:30;VIALE DEL FANTE in prossimit? di .;1;F;38,15484;13,339102
19/10/2021;07:50;VIA TRINACRIA intersezione con VIA VAL DI MAZARA;1;F;38,149175;13,338077
19/10/2021;08:15;VIA MONTALBO intersezione VIA ANTONELLO DA MESSINA;2;F;38,137489;13,359692
19/10/2021;08:15;CORSO CALATAFIMI altezza del civico 1042;1;F;38,094064;13,308255
19/10/2021;10:05;VIALE REGIONE SICILIANA carr. centrale DIR. TP;2;F;;
19/10/2021;10:15;VIALE REGIONE SICILIANA N.O. altezza sottovia;1;F;;
19/10/2021;10:45;VIALE REGIONE SICILIANA N.O. carr. centrale ponte belgio;0;C;;
19/10/2021;12:30;VIA MARCHE altezza del civico 16;1;F;38,143702;13,333353
19/10/2021;16:44;VIALE REGIONE SICILIANA N.O. altezza del civico 923;1;F;38,111713;13,329816
19/10/2021;17:40;VIA ROMA intersezione VIA PRINCIPE DI BELMONTE;0;C;38,124599;13,359
20/10/2021;07:20;VIALE XXVII MAGGIO intersezione CORSO DEI MILLE;0;C;38,094808;13,403259
20/10/2021;07:35;VIALE MICHELANGELO altezza sovr lazio;0;C;38,139318;13,331436
20/10/2021;07:50;VIA MORELLO NUNZIO intersezione con VIA COSTANTINO DOMENICO;2;F;38,131506;13,344867
20/10/2021;08:15;VIALE REGIONE SICILIANA S.E. altezza del civico 7079;2;F;38,085859;13,409686
20/10/2021;08:15;VIA LI BASSI GIUSEPPE intersezione con VIA CESALPINO ANDREA;1;F;38,101326;13,352766
20/10/2021;09:00;VIALE CERERE altezza del civico 1d;0;C;;
20/10/2021;10:40;PIAZZALE LAVAGNINI BRUNO altezza del civico 00;1;F;;
20/10/2021;12:00;VIA DELLA LIBERTA' altezza del civico 34;1;F;38,128505;13,352956
20/10/2021;12:00;VIALE DE MAURO MAURO altezza del civico 9;0;C;38,127584;13,302606
20/10/2021;15:05;VIALE GALILEO GALILEI altezza del civico 104;1;F;38,138593;13,332387
20/10/2021;17:20;VIA PETRARCA FRANCESCO intersezione PIAZZA BOCCACCIO GIOVANNI;0;C;38,135382;13,346713
20/10/2021;18:35;VIA PETRARCA FRANCESCO altezza del civico 10;1;F;38,133895;13,347663
21/10/2021;03:30;VIA MONTEGRAPPA altezza del civico 16;0;C;38,106234;13,353619
21/10/2021;07:30;VIA GORIZIA altezza del civico 22;0;C;;
21/10/2021;10:10;VIA ALESSI GIUSEPPE altezza (inters.) VIALE MARCHESE DI VILLABIANCA;0;C;38,139839;13,349047
21/10/2021;15:15;VIA VILLAGRAZIA altezza del civico 637;1;F;38,073813;13,329476
21/10/2021;16:15;VIA MESSINA MARINE altezza del civico 393;1;F;38,102868;13,394637
21/10/2021;17:10;VIALE REGIONE SICILIANA N.O. di fronte al civico 3610;2;F;38,1363;13,330491
21/10/2021;18:40;VIA DELL'ORSA MAGGIORE altezza del civico 74;1;F;38,093758;13,363115
21/10/2021;19:45;VIALE REGIONE SICILIANA S.E. a mt. ponte giafar;3;F;38,086278;13,401522
22/10/2021;01:20;CORSO CALATAFIMI altezza del civico 621/b;2;F;38,104332;13,333349
22/10/2021;07:50;VIA DEI BENEDETTINI intersezione LARGO GERBASI MICHELE;0;C;38,109982;13,355327
22/10/2021;09:05;VIA S.FRANCESCO DI SALES intersezione con VIA AGNETTA;3;F;38,084208;13,345402
22/10/2021;11:10;VIA BONELLO MATTEO altezza (inters.) VIA GIOENI;0;C;38,114667;13,354885
22/10/2021;11:49;VIA LAURANA FRANCESCO altezza del civico 57;1;F;38,136003;13,353354
22/10/2021;12:50;VIALE STRASBURGO altezza del civico DF 275;0;C;38,160277;13,323255
22/10/2021;21:15;VIA ROMA intersezione VIA OTTAVIO D'ARAGONA;1;F;38,123329;13,359935
22/10/2021;21:40;VIA DUCA DELLA VERDURA intersezione VIA VENTURA GIOACCHINO;1;F;38,134696;13,353538
22/10/2021;22:45;VIA COSTA GAETANO pressi n? civico 19/21;0;C;38,092337;13,336131
22/10/2021;22:50;VIA WAGNER RICCARDO intersezione VIA STABILE MARIANO;0;C;38,123408;13,358848
23/10/2021;07:00;VIA CRISPI FRANCESCO altezza (inters.) VIA CASTELLO;1;F;;
23/10/2021;07:00;VIA LA MARMORA ALESSANDRO altezza del civico 5;0;C;38,143293;13,347553
23/10/2021;13:00;PIAZZALE BOLIVAR SIMON in direzione di . VIA LANZA DI SCALEA GIUSEPPE;1;F;38,18889;13,298646
23/10/2021;14:00;VIALE ITALIA intersezione VIA MATER DEI;1;F;38,195218;13,331083
23/10/2021;16:05;VIA ORETO altezza del civico 404;0;C;38,097578;13,373247
23/10/2021;19:50;VIA CAVOUR CAMILLO altezza (inters.) VIA VALENTI;1;F;38,121571;13,359252
23/10/2021;22:20;VIA ROMA altezza (inters.) PIAZZA S.DOMENICO;0;C;38,118518;13,362633
24/10/2021;01:30;VIA AMARI MICHELE intersezione con VIA GRAVINA AMMIRAGLIO;0;C;38,125346;13,359425
24/10/2021;03:10;VIA VAL DI MAZARA intersezione con VIA TRINACRIA;1;F;38,149167;13,338088
24/10/2021;04:10;VIA CASALINI intersezione con VIA DI BLASI E. GIOVANNI;0;C;38,125829;13,313076
24/10/2021;04:30;VIALE LEONARDO DA VINCI intersezione VIA UDITORE;1;F;38,1281;13,327423
24/10/2021;05:10;VIA ARCHIMEDE intersezione VIA DAITA GAETANO;3;F;38,128509;13,354182
24/10/2021;16:30;PIAZZA VERDI GIUSEPPE altezza del civico 59;0;C;38,120962;13,357175
24/10/2021;17:00;VIA S.MARTINO DELLE SCALE altezza (spec.) II TORNANTE;3;F;38,105578;13,299737
24/10/2021;17:30;VIA PACINI GIOVANNI altezza (inters.) VIA LA MANTIA VITO;2;F;38,119266;13,346904
24/10/2021;20:05;VIA PECORI GIRALDI GUGLIELMO M pressi di;1;F;;
24/10/2021;20:10;VIA ROCCAZZO altezza (inters.) VIA CARTAGINE;0;C;38,124172;13,310958
25/10/2021;07:20;CORSO CALATAFIMI altezza del civico 379;1;F;38,106786;13,339438
25/10/2021;09:45;VIA TRENTACOSTE DOMENICO intersezione con VIA DE COSMI GIOVANNI AGOSTINO;1;F;38,139434;13,351152
25/10/2021;10:45;VIA DEL VESPRO di fronte al civico 74/e;0;C;38,105231;13,363078
25/10/2021;11:15;VIA ORETO nr. 99;1;F;38,107128;13,367012
25/10/2021;11:50;VIA FORLANINI CARLO di fronte al civico 18;0;C;38,10882;13,357583
25/10/2021;12:15;VIA PIPITONE FEDERICO GIUSEPPE altezza (inters.) VIA PIRANDELLO LUIGI;0;C;38,13621;13,34619
25/10/2021;13:20;VIA BORREMANS GUGLIELMO intersezione con VIALE GALILEO GALILEI;0;C;38,132593;13,334102
25/10/2021;15:00;VIA CASTELFORTE altezza del civico 98;0;C;38,18684;13,323653
25/10/2021;22:20;VIA PERPIGNANO altezza del civico 1/A;0;C;38,119697;13,339273
25/10/2021;22:45;VIALE STRASBURGO altezza (inters.) VIA INGEGNEROS GIUSEPPE;0;C;38,158004;13,325427
26/10/2021;07:50;VIA SAITTA LONGHI altezza del civico 90;0;C;38,090757;13,312949
26/10/2021;14:00;VIA CIMAROSA DOMENICO intersezione con VIA BOITO ARRIGO;1;F;38,129307;13,341317
26/10/2021;16:20;PIAZZA VITTORIO VENETO altezza (inters.) VIALE CROCE ROSSA;0;C;38,145949;13,341878
26/10/2021;18:20;VIA LA FARINA GIUSEPPE intersezione VIA XX SETTEMBRE;2;F;38,129432;13,350824
27/10/2021;00:05;VIALE REGIONE SICILIANA N.O. in direzione di trapani - alt. VIA BELGIO;1;F;38,148862;13,32652
27/10/2021;06:55;VIALE REGIONE SICILIANA S.E. di fronte al civico 2280;0;C;38,086563;13,351257
27/10/2021;07:35;VIA BELMONTE CHIAVELLI intersezione VIA LO SCHIAVO GIUSEPPE GUIDO;0;C;38,096717;13,36885
27/10/2021;09:15;VIALE REGIONE SICILIANA S.E. carr. centrale PAGLIARELLI;0;C;38,092031;13,341171
27/10/2021;11:10;VIA GALLETTI di fronte al civico 41;0;C;38,095935;13,428856
27/10/2021;14:20;VIALE REGIONE SICILIANA N.O. altezza s.ponte Pitr?;0;C;38,110513;13,33012
27/10/2021;14:20;VIA BASILE ERNESTO in prossimit? di svincolo Me-CT;1;F;;
27/10/2021;17:00;PIAZZA TOMMASO NATALE altezza del civico 184;1;F;38,188776;13,287124
28/10/2021;08:20;VIA ROMA altezza del civico 260;0;C;38,11756;13,363124
28/10/2021;13:15;VIALE REGIONE SICILIANA S.E. di fronte via Altofonte;1;F;38,095703;13,336162
28/10/2021;16:00;VIA SALAMONE MARINO SALVATORE intersezione VIA ARCOLEO GIORGIO;0;C;38,107879;13,360527
28/10/2021;17:10;VIA ANTONELLO DA MESSINA intersezione con VIA BLASCO D'ALAGONA;1;F;38,137867;13,359547
28/10/2021;20:50;VIA MESSINA MARINE altezza del civico 709;2;F;38,097468;13,417815
29/10/2021;01:44;VIALE REGIONE SICILIANA N.O. direzione TRAPANI VIA PONTE CORLEONE AGNETTA;0;C;38,090491;13,343828
29/10/2021;02:45;VIA NOTARBARTOLO EMANUELE intersezione VIA MATTARELLA PIERSANTI;0;C;38,132964;13,346714
29/10/2021;03:15;VIALE REGIONE SICILIANA S.E. altezza rot oreto;0;C;38,091168;13,377366
29/10/2021;07:50;VIALE REGIONE SICILIANA S.E. altezza del civico 3995;0;R;38,089076;13,370802
29/10/2021;11:45;VIA MATTEI ENRICO intersezione VIA DUCROT VITTORIO;2;F;38,09271;13,398388
29/10/2021;14:00;VIA BELLOLAMPO altezza del km 1;0;C;;
29/10/2021;16:40;VIA CIRRINCIONE ANDREA intersezione VIA FERRI FERDINANDO;0;C;38,144788;13,351157
29/10/2021;17:30;VIALE NICOLETTI ROSARIO intersezione con VIA SFERRACAVALLO;1;F;38,194814;13,281342
29/10/2021;18:40;VIALE REGIONE SICILIANA N.O. in prossimit? di .;1;F;;
29/10/2021;20:30;VIA BELLOLAMPO altezza del civico 6220;0;C;;
29/10/2021;23:20;VIALE REGIONE SICILIANA pressi sottovia Belgio;0;C;38,148744;13,326656
30/10/2021;04:00;VIA DE SALIBA ANTONIO di fronte al civico 12;0;C;38,13283;13,331483
30/10/2021;08:40;VIALE REGIONE SICILIANA S.E. carr. laterale DF CIV.4251;1;F;38,089784;13,372805
30/10/2021;10:30;VIA GIAFAR EMIRO intersezione con VIA NIEVO IPPOLITO;0;C;38,091252;13,385542
30/10/2021;23:45;VIALE REGIONE SICILIANA N.O. altezza del civico 6469;0;C;38,156999;13,316466
31/10/2021;01:00;VIALE MICHELANGELO altezza del civico 1823;1;F;38,133952;13,311084
31/10/2021;02:20;VIA ROCCAZZO altezza del civico 25;0;C;38,124368;13,311238
31/10/2021;02:30;VIA PRINCIPE DI VILLAFRANCA intersezione con VIA NIGRA COSTANTINO;1;F;38,129422;13,349423
31/10/2021;16:15;VIA NOTARBARTOLO EMANUELE intersezione VIA SCIUTI GIUSEPPE;0;C;38,132134;13,343476
31/10/2021;21:15;VIA LAURANA FRANCESCO intersezione VIA TOSELLI PIETRO MAGG.;0;C;38,135694;13,352818
31/10/2021;22:30;VIALE REGIONE SICILIANA N.O. in prossimit? di sottoponte belg;1;F;38,148651;13,32663
01/11/2021;00:05;VIA DI STEFANO GIOVANNI altezza (inters.) VIALE REGIONE SICILIANA S.E.;0;C;38,086121;13,406574
01/11/2021;03:00;VIA MESSINA MARINE di fronte al civico 24;2;F;38,10782;13,381721
01/11/2021;04:30;VIALE REGIONE SICILIANA S.E. intersezione VIA ORETO;1;F;38,091204;13,377366
01/11/2021;04:30;VIALE REGINA ELENA altezza (spec.) Charleston;0;C;38,202354;13,32643
01/11/2021;10:30;VIA SERGIO PAPA I altezza del civico 10;0;C;;
01/11/2021;13:50;VIA SETTIMO RUGGERO altezza pandora;1;F;38,121683;13,35758
01/11/2021;16:30;VIA CADUTI DELL'8 LUGLIO 1960 intersezione VIA BELMONTE CHIAVELLI;0;C;38,096716;13,368871
01/11/2021;20:00;VIA PRINCIPE DI VILLAFRANCA nr. 39;0;C;38,1258;13,351523
01/11/2021;21:05;VIA CUSMANO GIACOMO intersezione VIA MARCONI GUGLIELMO;1;F;38,124747;13,347944
02/11/2021;04:00;VIA RANZANO PIETRO intersezione con VIA LASCARIS COSTANTINO;1;F;38,117152;13,349484
02/11/2021;09:00;VIALE DEL FANTE altezza (spec.) -;1;F;;
02/11/2021;11:45;VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA;0;C;38,149752;13,334652
02/11/2021;15:30;VIALE VENERE intersezione VIALE MARGHERITA DI SAVOIA;1;F;38,19058;13,332741
02/11/2021;18:00;VIA MONTEPELLEGRINO altezza del civico 111;0;C;38,138479;13,35841
03/11/2021;06:00;VIALE REGIONE SICILIANA S.E. altezza del civico 4835;1;F;38,090293;13,382315
03/11/2021;07:20;VIA IMERA di fronte al civico 59;0;C;38,11613;13,349165
03/11/2021;13:00;CORSO TUKORY altezza del civico 246;1;F;;
03/11/2021;13:20;VIALE REGIONE SICILIANA N.O. altezza del civico 4698;1;F;38,145463;13,32886
03/11/2021;15:46;VIA PARTANNA MONDELLO altezza del civico 127;0;C;;
03/11/2021;21:10;VIA PITRE' GIUSEPPE altezza del civico 191q;0;C;38,110574;13,326562
